,rank,name,birth,team,year,gp,cg,sho,gs,win,loss,save,hold,inning,runs,earned_run,batter_faced,hits,base2,base3,home_run,walk,intentional_walk,hb,so,balk,wild,ERA,FIP,WHIP,ERAplus,FIPplus,WAR,WPA,relief_WAR
399,400.0,장태수,1964-03-15,Samsung Lions,1988,15.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,37.2,29.0,25.0,175.0,41.0,0.0,0.0,4.0,24.0,1.0,0.0,7.0,0.0,0.0,5.97,5.42,1.73,64.6,71.2,-0.18,0.0,-0.09
400,401.0,민문식,1961-11-26,Binggre Eagles,1986,8.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,16.0,10.0,9.0,70.0,16.0,0.0,0.0,3.0,8.0,0.0,0.0,5.0,0.0,1.0,5.06,5.39,1.5,62.0,58.2,-0.19,0.0,-0.1
401,402.0,김현재,1956-06-04,Haitai Tigers,1984,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,8.0,2.0,35.0,8.0,0.0,0.0,2.0,6.0,0.0,0.0,4.0,0.0,0.0,2.7,7.54,2.1,122.1,43.7,-0.19,0.0,-0.1
402,403.0,김태원,1964-01-28,MBC Blue Dragons,1987,10.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,32.0,32.0,30.0,149.0,50.0,0.0,0.0,2.0,7.0,0.0,5.0,16.0,0.0,1.0,8.44,3.41,1.78,40.8,101.2,-0.19,0.0,-0.1
403,404.0,정용생,1964-04-29,Samsung Lions,1988,10.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,28.0,25.0,24.0,129.0,38.0,0.0,0.0,3.0,17.0,2.0,1.0,7.0,1.0,4.0,7.71,5.19,1.96,50.0,74.4,-0.21,0.0,-0.1
404,405.0,박정후,1959-12-22,Lotte Giants,1983,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,10.0,9.0,29.0,5.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,5.0,15.19,6.75,2.06,21.7,48.9,-0.23,0.0,-0.1
405,406.0,박정현,1969-07-10,Pacific Dolphins,1988,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,18.2,17.0,16.0,86.0,25.0,0.0,0.0,4.0,8.0,0.0,2.0,8.0,0.0,0.0,7.71,6.11,1.77,49.6,62.6,-0.23,0.0,-0.1
406,407.0,유종천,1956-03-25,Samsung Lions,1983,5.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,17.0,16.0,15.0,89.0,24.0,0.0,0.0,0.0,14.0,0.0,2.0,7.0,0.0,0.0,7.94,4.06,2.24,42.2,82.6,-0.24,0.0,
407,408.0,신동수,1966-10-01,Haitai Tigers,1986,9.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,19.0,19.0,18.0,87.0,27.0,0.0,0.0,2.0,5.0,0.0,0.0,9.0,0.0,0.0,8.53,3.29,1.68,35.8,92.9,-0.24,0.0,-0.1
408,409.0,안창완,1961-12-05,Lotte Giants,1986,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,7.0,5.0,34.0,10.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,6.75,9.73,2.1,44.1,30.6,-0.25,0.0,-0.1
409,410.0,최상주,1962-08-07,Haitai Tigers,1986,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,10.0,8.0,39.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,3.0,0.0,0.0,9.82,6.71,2.05,31.1,45.5,-0.26,0.0,-0.1
410,411.0,김덕열,1955-04-23,Lotte Giants,1983,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,21.2,17.0,15.0,102.0,27.0,0.0,0.0,6.0,9.0,0.0,4.0,9.0,0.0,0.0,6.23,6.63,1.66,53.0,49.8,-0.26,0.0,-0.1
411,412.0,차준섭,1956-10-16,MBC Blue Dragons,1985,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.1,7.0,7.0,22.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.54,8.22,2.54,23.0,40.6,-0.26,0.0,-0.11
412,413.0,정삼흠,1961-11-05,MBC Blue Dragons,1986,18.0,0.0,0.0,12.0,1.0,2.0,1.0,0.0,52.2,32.0,27.0,241.0,57.0,0.0,0.0,3.0,36.0,1.0,2.0,21.0,1.0,1.0,4.61,4.13,1.77,64.3,71.9,-0.27,0.0,-0.11
413,414.0,김상기,1961-03-03,Samsung Lions,1983,7.0,2.0,0.0,5.0,2.0,3.0,0.0,0.0,31.1,21.0,20.0,140.0,29.0,0.0,0.0,6.0,16.0,0.0,2.0,10.0,2.0,0.0,5.74,5.63,1.44,58.4,59.5,-0.27,0.0,-0.11
414,415.0,김준희,1960-05-16,Samsung Lions,1987,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,11.0,11.0,40.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,14.14,5.04,2.71,25.2,70.8,-0.27,0.0,-0.11
415,416.0,김강익,1961-12-05,OB Bears,1987,12.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,37.0,23.0,21.0,165.0,44.0,0.0,0.0,7.0,18.0,1.0,0.0,4.0,0.0,1.0,5.11,6.09,1.68,67.3,56.5,-0.28,0.0,-0.12
416,417.0,강만식,1957-02-15,Haitai Tigers Binggre Eagles,1987,5.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,28.0,20.0,19.0,119.0,27.0,0.0,0.0,5.0,11.0,0.0,2.0,4.0,0.0,0.0,6.11,5.9,1.36,60.0,62.0,-0.29,0.0,
417,418.0,안언학,1962-01-06,MBC Blue Dragons,1985,10.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,15.0,17.0,15.0,74.0,19.0,0.0,0.0,1.0,9.0,0.0,2.0,4.0,2.0,0.0,9.0,4.75,1.87,37.1,70.3,-0.3,0.0,-0.14
418,419.0,장명부,1950-12-27,Binggre Eagles,1986,22.0,3.0,0.0,17.0,1.0,18.0,0.0,0.0,108.1,71.0,60.0,493.0,130.0,0.0,0.0,12.0,41.0,1.0,9.0,48.0,2.0,2.0,4.98,3.99,1.58,63.0,78.7,-0.3,0.0,-0.14
419,420.0,오문현,1953-02-13,Binggre Eagles,1986,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,5.0,5.0,17.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,11.74,3.0,20.9,26.7,-0.31,0.0,-0.14
420,421.0,정성만,1955-10-10,Lotte Giants,1987,4.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,16.1,16.0,12.0,77.0,22.0,0.0,0.0,2.0,8.0,0.0,1.0,4.0,0.0,0.0,6.61,5.22,1.84,53.4,67.7,-0.31,0.0,-0.15
421,422.0,이상윤,1960-12-21,Haitai Tigers,1985,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,6.0,6.0,25.0,9.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,10.8,10.42,2.4,32.3,33.5,-0.32,0.0,
422,423.0,이충우,1958-08-13,Lotte Giants,1986,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,12.0,11.0,49.0,16.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,9.9,5.48,2.0,30.0,54.3,-0.32,0.0,-0.16
423,424.0,김문희,1955-03-23,Lotte Giants,1984,19.0,1.0,0.0,11.0,0.0,6.0,0.0,0.0,56.1,38.0,32.0,254.0,73.0,0.0,0.0,7.0,22.0,1.0,5.0,12.0,0.0,0.0,5.11,4.72,1.69,63.6,69.0,-0.33,0.0,-0.17
424,425.0,배경환,1956-07-08,Pacific Dolphins,1988,13.0,1.0,1.0,11.0,1.0,7.0,0.0,0.0,52.1,40.0,39.0,238.0,57.0,0.0,0.0,9.0,23.0,1.0,1.0,18.0,1.0,1.0,6.71,5.45,1.53,57.1,70.3,-0.33,0.0,-0.19
425,426.0,권기홍,1961-07-12,Samsung Lions,1987,8.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,25.2,24.0,20.0,127.0,40.0,0.0,0.0,3.0,14.0,0.0,0.0,10.0,1.0,1.0,7.01,4.84,2.1,50.9,73.7,-0.34,0.0,-0.19
426,427.0,조도연,1961-08-06,Haitai Tigers,1987,13.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,27.0,23.0,22.0,131.0,42.0,0.0,0.0,4.0,13.0,0.0,1.0,9.0,0.0,0.0,7.33,5.28,2.04,47.6,66.0,-0.36,0.0,-0.2
427,428.0,천창호,1954-02-13,Binggre Eagles,1986,22.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,38.2,32.0,23.0,174.0,45.0,0.0,0.0,6.0,15.0,0.0,3.0,17.0,0.0,0.0,5.35,4.61,1.55,58.6,68.1,-0.38,0.0,-0.21
428,429.0,박상열,1955-08-05,OB Bears,1988,13.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,46.2,34.0,29.0,216.0,53.0,0.0,0.0,9.0,23.0,0.0,4.0,12.0,0.0,1.0,5.59,6.31,1.63,67.3,59.6,-0.4,0.0,-0.22
429,430.0,강철원,1958-01-27,Chungbo Pintos,1986,8.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,12.0,12.0,12.0,60.0,17.0,0.0,0.0,3.0,5.0,0.0,3.0,3.0,0.0,0.0,9.0,6.83,1.83,35.0,46.2,-0.4,0.0,-0.23
430,431.0,이진우,1956-03-18,Chungbo Pintos,1987,15.0,0.0,0.0,6.0,0.0,4.0,1.0,0.0,30.0,28.0,22.0,143.0,32.0,0.0,0.0,3.0,22.0,1.0,1.0,17.0,0.0,3.0,6.6,4.83,1.8,54.4,74.3,-0.41,0.0,-0.25
431,432.0,김재현,1959-03-03,Chungbo Pintos,1986,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.1,10.0,10.0,26.0,10.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,20.77,6.92,3.23,15.2,45.5,-0.41,0.0,-0.26
432,433.0,임재준,1962-02-07,Binggre Eagles,1987,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,10.0,9.0,44.0,13.0,0.0,0.0,2.0,7.0,0.0,2.0,5.0,0.0,1.0,10.13,7.84,2.5,36.2,46.7,-0.43,0.0,-0.56
433,434.0,이진우,1956-03-18,Lotte Giants,1984,10.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,22.1,21.0,12.0,104.0,25.0,0.0,0.0,5.0,9.0,0.0,0.0,17.0,0.0,1.0,4.84,4.74,1.52,67.3,68.7,-0.44,0.0,-0.65
434,435.0,이길환,1959-07-15,MBC Blue Dragons,1984,12.0,0.0,0.0,8.0,3.0,3.0,0.0,0.0,50.0,34.0,27.0,217.0,62.0,0.0,0.0,9.0,9.0,0.0,3.0,15.0,0.0,1.0,4.86,4.6,1.42,63.6,67.2,-0.45,0.0,-0.68
435,436.0,정성만,1955-10-10,Chungbo Pintos,1986,16.0,0.0,0.0,10.0,1.0,7.0,0.0,0.0,47.2,40.0,33.0,226.0,69.0,0.0,0.0,4.0,20.0,0.0,3.0,20.0,0.0,1.0,6.23,3.78,1.87,50.6,83.5,-0.47,0.0,
436,437.0,정삼흠,1961-11-05,MBC Blue Dragons,1988,27.0,6.0,1.0,20.0,5.0,16.0,0.0,0.0,139.2,96.0,88.0,634.0,163.0,0.0,0.0,20.0,61.0,2.0,14.0,43.0,0.0,0.0,5.67,5.39,1.6,66.1,69.5,-0.49,0.0,
437,438.0,최상주,1962-08-07,Haitai Tigers,1988,7.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,18.0,19.0,15.0,85.0,21.0,0.0,0.0,8.0,5.0,1.0,0.0,6.0,0.0,1.0,7.5,8.36,1.44,51.1,45.8,-0.5,0.0,
438,439.0,양일환,1961-06-10,Samsung Lions,1988,10.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,29.1,30.0,29.0,145.0,36.0,0.0,0.0,4.0,15.0,0.0,8.0,10.0,0.0,0.0,8.9,6.02,1.74,43.3,64.0,-0.5,0.0,
439,440.0,정순명,1954-06-30,MBC Blue Dragons,1984,8.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,22.2,18.0,18.0,106.0,24.0,0.0,0.0,3.0,17.0,0.0,1.0,7.0,0.0,0.0,7.15,5.63,1.81,43.2,54.9,-0.52,0.0,
440,441.0,권기홍,1961-07-12,Samsung Lions,1986,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,12.2,15.0,13.0,60.0,18.0,0.0,0.0,5.0,3.0,0.0,2.0,7.0,0.0,1.0,9.24,7.29,1.66,33.5,42.4,-0.52,0.0,
441,442.0,박정후,1959-12-22,Samsung Lions,1985,16.0,0.0,0.0,7.0,0.0,3.0,1.0,0.0,38.2,34.0,30.0,186.0,43.0,0.0,0.0,4.0,34.0,0.0,3.0,14.0,0.0,5.0,6.98,5.71,1.99,52.2,63.8,-0.55,0.0,
442,443.0,조호표,1958-12-02,Binggre Eagles,1986,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,15.0,14.0,40.0,18.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,54.0,31.65,8.57,5.8,9.9,-0.56,0.0,
443,444.0,이동수,1962-08-05,Chungbo Pintos,1987,7.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,16.0,23.0,22.0,80.0,27.0,0.0,0.0,3.0,5.0,0.0,2.0,6.0,0.0,0.0,12.38,5.47,2.0,29.0,65.7,-0.59,0.0,
444,445.0,강철원,1958-01-27,OB Bears,1983,17.0,1.0,0.0,11.0,4.0,2.0,0.0,0.0,62.2,44.0,44.0,275.0,72.0,0.0,0.0,12.0,23.0,0.0,7.0,21.0,1.0,2.0,6.32,5.31,1.52,51.8,61.6,-0.6,0.0,
445,446.0,이윤섭,1958-03-01,Lotte Giants,1983,12.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,19.2,22.0,18.0,94.0,35.0,0.0,0.0,7.0,4.0,0.0,0.0,8.0,0.0,0.0,8.24,6.48,1.98,40.1,50.9,-0.62,0.0,
446,447.0,이동석,1964-01-11,Binggre Eagles,1987,13.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,35.1,34.0,25.0,175.0,51.0,0.0,0.0,6.0,20.0,1.0,2.0,6.0,1.0,0.0,6.37,6.12,2.01,57.5,59.8,-0.62,0.0,
447,448.0,오문현,1953-02-13,Samsung Lions,1985,23.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,75.1,54.0,53.0,341.0,101.0,0.0,0.0,19.0,23.0,0.0,11.0,16.0,0.0,2.0,6.33,6.43,1.65,57.5,56.7,-0.64,0.0,
448,449.0,노상수,1958-05-05,Lotte Giants,1986,16.0,1.0,0.0,10.0,3.0,5.0,0.0,0.0,49.1,34.0,31.0,228.0,65.0,0.0,0.0,8.0,20.0,0.0,7.0,16.0,0.0,1.0,5.66,5.18,1.72,52.6,57.5,-0.75,0.0,
449,450.0,신태중,1955-06-27,Samsung Lions,1984,14.0,0.0,0.0,8.0,1.0,6.0,1.0,0.0,48.1,43.0,37.0,227.0,55.0,0.0,0.0,8.0,34.0,1.0,4.0,30.0,0.0,1.0,6.89,5.35,1.84,48.7,62.7,-0.85,0.0,
450,451.0,엄평재,1960-10-24,Haitai Tigers,1983,13.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,11.0,25.0,20.0,147.0,34.0,0.0,0.0,4.0,16.0,0.0,3.0,12.0,0.0,2.0,16.36,9.79,4.55,19.9,33.3,-0.9,0.0,
451,452.0,최상주,1962-08-07,Haitai Tigers,1985,32.0,0.0,0.0,10.0,5.0,7.0,0.0,0.0,31.0,52.0,42.0,403.0,101.0,0.0,0.0,7.0,36.0,1.0,7.0,32.0,0.0,1.0,12.19,7.15,4.42,28.6,48.8,-1.91,0.0,
